filepath,label
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_1.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_2.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_3.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_4.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_5.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_6.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_7.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_8.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_9.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_10.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_11.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_12.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_13.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_14.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_15.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_16.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_17.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_18.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_19.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_20.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_21.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_22.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_23.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_24.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_25.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_26.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_27.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_28.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_29.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_30.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_31.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_32.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_33.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_34.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_35.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_36.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_37.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_38.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_39.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_40.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_41.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_42.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_43.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_44.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_45.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_46.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_47.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_48.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/J/wall white (4)_aug_49.jpg,J
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_0.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_1.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_2.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_3.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_4.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_5.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_6.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_7.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_8.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_9.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_10.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_11.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_12.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_13.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_14.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_15.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_16.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_17.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_18.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_19.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_20.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_21.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_22.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_23.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_24.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_25.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_26.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_27.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_28.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_29.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_30.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_31.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_32.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_33.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_34.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_35.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_36.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_37.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_38.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_39.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_40.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_41.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_42.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_43.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_44.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_45.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_46.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_47.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_48.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (1)_aug_49.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_0.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_1.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_2.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_3.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_4.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_5.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_6.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_7.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_8.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_9.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_10.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_11.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_12.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_13.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_14.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_15.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_16.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_17.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_18.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_19.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_20.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_21.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_22.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_23.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_24.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_25.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_26.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_27.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_28.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_29.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_30.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_31.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_32.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_33.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_34.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_35.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_36.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_37.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_38.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_39.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_40.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_41.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_42.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_43.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_44.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_45.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_46.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_47.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_48.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (2)_aug_49.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_0.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_1.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_2.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_3.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_4.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_5.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_6.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_7.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_8.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_9.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_10.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_11.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_12.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_13.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_14.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_15.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_16.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_17.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_18.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_19.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_20.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_21.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_22.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_23.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_24.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_25.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_26.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_27.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_28.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_29.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_30.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_31.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_32.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_33.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_34.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_35.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_36.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_37.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_38.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_39.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_40.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_41.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_42.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_43.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_44.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_45.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_46.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_47.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_48.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (3)_aug_49.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_0.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_1.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_2.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_3.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_4.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_5.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_6.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_7.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_8.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_9.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_10.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_11.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_12.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_13.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_14.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_15.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_16.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_17.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_18.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_19.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_20.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_21.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_22.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_23.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_24.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_25.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_26.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_27.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_28.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_29.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_30.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_31.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_32.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_33.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_34.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_35.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_36.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_37.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_38.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_39.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_40.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_41.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_42.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_43.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_44.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_45.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_46.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_47.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_48.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body dot (4)_aug_49.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body white (1)_aug_0.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body white (1)_aug_1.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body white (1)_aug_2.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body white (1)_aug_3.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body white (1)_aug_4.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body white (1)_aug_5.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body white (1)_aug_6.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body white (1)_aug_7.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body white (1)_aug_8.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body white (1)_aug_9.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body white (1)_aug_10.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body white (1)_aug_11.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body white (1)_aug_12.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body white (1)_aug_13.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body white (1)_aug_14.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body white (1)_aug_15.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body white (1)_aug_16.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body white (1)_aug_17.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body white (1)_aug_18.jpg,K
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/K/body white (1)_aug_19.jpg,K
